L,367,312,0,20160801220624
L,1795,109,1,20160801220628
L,1526,940,0,20160801220629
L,552,1063,1,20160801220640
L,612,971,0,20160801220641
L,204,208,0,20160801220642
L,204,208,0,20160801220642
L,29,159,0,20160801220644
L,491,298,0,20160801220646
L,491,298,0,20160801220646
L,1200,738,0,20160801220649
L,1510,0,0,20160801220650
L,1569,0,0,20160801220651
L,1614,0,0,20160801220652
L,1576,0,0,20160801220652
L,576,1067,0,20160801220655
L,597,1022,0,20160801220656
L,208,231,0,20160801220657
L,208,231,0,20160801220657
L,1697,541,0,20160801220658
L,414,0,0,20160801220705
L,86,220,0,20160801220706
L,1568,0,1,20160801220709
L,1636,0,0,20160801220812
L,1575,809,0,20160801220815
L,101,1026,0,20160801220817
L,573,1065,0,20160801220818
L,683,1010,0,20160801220820
L,1464,961,0,20160801220822
L,561,1078,0,20160801220846
L,700,983,0,20160801220850
L,442,261,0,20160801220851
L,447,252,0,20160801220852
L,447,252,0,20160801220852
L,293,275,0,20160801220854
L,293,275,0,20160801220854
L,922,568,0,20160801220856
L,1148,721,0,20160801220857
L,1572,958,0,20160801220901
L,563,1067,1,20160801220906
L,776,964,0,20160801220908
L,378,285,0,20160801220909
L,378,285,1,20160801220909
L,361,301,0,20160801220911
L,361,301,1,20160801220911
L,710,518,1,20160801220913
L,695,493,0,20160801220913
L,1078,623,1,20160801220914
L,1730,1066,0,20160801220917
L,1519,530,1,20160801220918
L,1447,489,0,20160801220919
L,1724,1055,0,20160801220920
L,1727,1066,0,20160801220921
L,1727,1066,0,20160801220921
L,1706,1066,0,20160801220926
R,1671,1025,1,20160801220927
L,1713,1056,0,20160801220931
L,1725,1058,1,20160801220932
L,1721,1075,1,20160801220934
L,1726,1067,0,20160801220935
L,1676,1017,1,20160801220936
L,1738,1014,1,20160801220939
L,1729,1063,1,20160801220941
L,1753,1063,0,20160801220942
R,1747,1061,0,20160801220948
L,1780,899,0,20160801220951
R,1759,1058,0,20160801220954
L,1728,1063,0,20160801221002
L,1728,1063,0,20160801221002
R,1728,1063,1,20160801221003
L,1296,763,1,20160801221005
L,1734,1058,1,20160801221011
R,1729,1059,1,20160801221012
L,1580,955,0,20160801221016
L,1484,939,0,20160801221032
L,1594,739,0,20160801221046
L,1531,750,0,20160801221050
R,434,320,0,20160801221054
R,434,320,1,20160801221054
L,922,504,1,20160801221057
L,1591,936,0,20160801221101
L,1588,939,1,20160801221102
L,1582,961,0,20160801221104
