L,710,376,1,20160404144511
L,127,1044,0,20160404144516
L,1573,960,0,20160404144517
L,855,881,0,20160404144518
L,1178,378,0,20160404144523
L,1178,378,0,20160404144523
L,999,836,0,20160404144610
L,1019,829,0,20160404144614
L,951,760,0,20160404144615
L,286,81,0,20160404144727
L,1013,261,0,20160404144728
L,216,1049,0,20160404144744
L,1154,325,0,20160404144746
L,1154,325,0,20160404144746
L,1470,272,1,20160404144750
L,1653,757,1,20160404144753
L,1905,204,0,20160404144755
L,1697,123,0,20160404144757
L,838,881,0,20160404144759
2,915,791,0,20160404145135
1,915,791,0,20160404145135
2,754,637,0,20160404145138
1,977,526,0,20160404145141
1,977,526,0,20160404145142
2,977,526,0,20160404145144
2,977,526,0,20160404145144
L,913,884,0,20160404145148
L,838,0,0,20160404145308
L,1796,1025,0,20160404145402
L,1313,129,0,20160404145404
L,1234,164,0,20160404145406
L,429,46,0,20160404145408
L,429,63,0,20160404145408
L,881,125,0,20160404145412
L,630,58,1,20160404145417
L,790,57,0,20160404145420
L,605,605,0,20160404145426
L,336,271,0,20160404145436
L,677,567,0,20160404145440
L,687,550,0,20160404145442
L,679,515,0,20160404145445
L,288,48,0,20160404145446
L,1487,729,0,20160404145448
L,993,738,0,20160404145451
L,1182,1005,0,20160404145455
L,1741,172,0,20160404145458
L,886,933,0,20160404145459
L,1001,746,0,20160404145512
L,1086,988,0,20160404145519
L,1753,122,0,20160404145521
L,530,50,0,20160404145524
L,684,483,0,20160404145526
L,687,462,0,20160404145527
L,683,420,0,20160404145529
L,679,392,0,20160404145530
L,678,364,0,20160404145535
L,687,306,0,20160404145547
L,683,276,0,20160404145548
L,313,51,0,20160404145557
L,929,944,0,20160404145602
L,463,64,0,20160404145801
L,623,54,0,20160404145811
L,769,133,0,20160404145812
L,539,57,0,20160404145813
L,327,39,0,20160404145816
L,316,46,0,20160404145817
L,934,918,0,20160404145818
R,1060,937,0,20160404145920
L,1158,504,1,20160404145922
L,714,61,0,20160404145926
L,1314,281,0,20160404145928
L,273,56,0,20160404145933
L,668,57,0,20160404145935
L,495,54,0,20160404145943
L,675,48,0,20160404145944
L,562,555,0,20160404145953
L,477,489,0,20160404150003
L,474,483,0,20160404150003
L,478,507,0,20160404150004
L,1707,503,0,20160404150100
L,1066,856,0,20160404150117
L,1045,862,1,20160404150301
L,448,66,0,20160404150406
L,655,51,0,20160404150414
L,1013,864,0,20160404150435
L,783,57,0,20160404150445
L,328,50,0,20160404150446
L,547,54,0,20160404150448
L,629,54,0,20160404150802
L,1099,129,0,20160404150803
L,360,256,0,20160404150807
L,574,283,1,20160404150833
L,1773,1067,0,20160404150836
L,791,52,0,20160404151145
L,874,265,0,20160404151151
L,591,52,0,20160404151202
L,452,62,0,20160404151204
L,442,58,0,20160404151205
L,1076,112,0,20160404151209
L,285,259,0,20160404151213
L,1470,496,0,20160404151223
L,1313,490,0,20160404151227
L,1775,1071,0,20160404151330
L,1703,948,0,20160404151334
L,321,140,0,20160404151920
L,358,58,0,20160404151925
L,815,936,0,20160404151932
L,1099,1060,0,20160404152201
R,1099,1060,1,20160404152202
R,1103,1063,1,20160404152203
L,1071,927,1,20160404152212
L,941,949,0,20160404152221
R,1113,1061,1,20160404152246
L,976,931,0,20160404152252
L,1364,414,0,20160404152307
L,824,923,0,20160404152319
L,911,930,0,20160404152520
L,999,913,0,20160404152523
L,1000,927,0,20160404152524
R,1118,1065,1,20160404152604
L,1018,944,0,20160404152609
R,1113,1065,1,20160404152610
L,1254,864,1,20160404152808
L,440,56,0,20160404152815
L,593,57,0,20160404152833
L,422,56,0,20160404152836
L,1421,132,0,20160404152839
L,635,255,0,20160404152956
M,504,441,0,20160404153011
L,685,63,0,20160404153018
L,519,58,0,20160404153024
L,255,62,0,20160404153025
L,1728,40,1,20160404153028
L,1888,210,0,20160404153030
L,104,1034,0,20160404153031
L,103,1041,0,20160404153032
L,1377,343,0,20160404153040
L,1865,1066,0,20160404153049
L,1694,766,0,20160404153051
L,1254,589,0,20160404153055
L,1322,924,0,20160404153305
L,403,53,0,20160404153310
L,102,1061,0,20160404153311
L,1137,736,0,20160404153316
L,533,931,0,20160404153420
L,533,931,0,20160404153420
L,1135,618,0,20160404153457
L,871,583,0,20160404153517
L,123,1055,0,20160404153603
L,1259,888,0,20160404153605
L,821,59,0,20160404153606
L,838,120,0,20160404153607
L,785,330,0,20160404153629
M,917,599,0,20160404153644
L,282,269,0,20160404153647
L,1053,49,0,20160404153755
M,1194,873,0,20160404153802
L,777,751,0,20160404153803
L,883,52,0,20160404153804
L,1096,51,0,20160404153818
L,1235,54,0,20160404153828
L,833,44,0,20160404153831
R,340,278,0,20160404153844
L,311,590,0,20160404153846
L,569,632,0,20160404153852
L,363,268,0,20160404153857
L,592,372,0,20160404153859
L,1727,36,0,20160404154317
L,1312,315,0,20160404154319
L,84,1069,0,20160404154509
L,91,463,0,20160404154511
L,90,463,0,20160404154514
L,90,463,0,20160404154514
L,1015,144,0,20160404154517
L,777,837,0,20160404154545
L,787,834,1,20160404154547
L,827,828,0,20160404154550
L,839,831,0,20160404154551
L,863,832,1,20160404154552
L,882,833,0,20160404154553
L,1239,833,0,20160404154553
M,1021,753,0,20160404154745
L,747,643,0,20160404154928
L,702,815,0,20160404154933
L,699,859,0,20160404154940
L,1743,60,0,20160404155133
L,1747,50,0,20160404155133
L,85,1066,0,20160404155840
L,1455,871,0,20160404155842
