L,1370,245,0,20160404035838
L,1218,319,0,20160404035839
L,25,45,0,20160404035839
L,25,45,0,20160404035840
L,460,322,1,20160404035841
L,1007,540,0,20160404035842
L,1336,253,0,20160404035842
L,1670,1054,0,20160404035849
L,1636,953,0,20160404035852
R,742,564,0,20160404035854
L,803,87,0,20160404035855
L,1421,30,0,20160404035858
L,842,712,0,20160404035859
R,839,712,0,20160404035900
L,790,710,0,20160404035902
R,1613,1054,1,20160404035903
L,728,554,0,20160404035904
L,737,518,0,20160404035906
L,737,518,0,20160404035906
L,1438,10,0,20160404035908
L,1435,17,0,20160404035909
L,698,542,0,20160404035910
L,698,542,0,20160404035910
L,1015,741,0,20160404035915
L,683,543,0,20160404035918
L,683,543,0,20160404035918
L,1021,742,0,20160404035922
L,882,688,0,20160404035923
L,850,709,0,20160404035924
L,826,732,0,20160404035924
L,1357,256,0,20160404035936
L,-875,77,0,20160404035939
R,-1801,322,1,20160404035940
R,1626,1059,1,20160404035942
L,-905,2,0,20160404035945
L,1661,1060,0,20160404035948
L,1661,1060,0,20160404035949
L,905,496,0,20160404035951
L,905,496,0,20160404035952
L,882,456,0,20160404035953
L,882,456,0,20160404035953
L,882,456,0,20160404035953
L,758,483,0,20160404035955
L,758,483,0,20160404035955
L,758,483,0,20160404035955
L,707,685,0,20160404035957
L,707,685,0,20160404035957
L,704,597,0,20160404035959
L,644,399,0,20160404040002
L,978,482,0,20160404040003
L,978,482,0,20160404040003
L,780,497,0,20160404040004
L,780,497,0,20160404040004
1,852,554,0,20160404040007
R,781,505,0,20160404040009
L,1114,704,0,20160404040011
L,690,670,0,20160404040014
R,690,670,0,20160404040015
L,699,765,0,20160404040016
R,708,664,0,20160404040018
L,680,672,0,20160404040019
R,692,666,0,20160404040019
L,805,276,0,20160404040023
L,-1133,806,0,20160404040025
L,-1394,810,0,20160404040027
L,-1326,794,0,20160404040030
L,-951,801,0,20160404040033
L,-842,788,0,20160404040035
L,-1244,623,0,20160404040037
L,-1581,464,0,20160404040150
L,-1286,474,0,20160404040151
L,-958,482,0,20160404040152
L,-733,0,0,20160404040154
L,1036,730,0,20160404040155
L,13,21,0,20160404040156
L,13,21,0,20160404040157
L,921,636,0,20160404040157
L,682,477,0,20160404040158
L,1360,240,0,20160404040200
L,-873,0,0,20160404040204
L,-675,26,1,20160404040205
L,-610,17,1,20160404040205
R,1624,1052,1,20160404040207
R,1618,1061,1,20160404040212
L,1392,246,0,20160404040458
R,1419,231,1,20160404040459
L,1500,818,0,20160404040500
R,1625,1057,1,20160404040501
L,1560,676,0,20160404040502
L,864,0,0,20160404040504
L,1042,0,0,20160404040504
L,876,0,0,20160404040505
L,695,0,0,20160404040506
L,842,0,0,20160404040507
L,962,4,0,20160404040507
L,1027,0,0,20160404040508
L,1443,321,0,20160404040510
L,1590,1052,0,20160404040514
L,1063,762,0,20160404040516
L,955,496,0,20160404040517
@
L,480,1050,0,20160404213947
R,1670,1062,1,20160404213957
L,556,1050,0,20160404214008
L,1434,21,0,20160404214016
L,1645,1057,0,20160404214020
L,510,1055,0,20160404214022
L,534,689,0,20160404214053
L,755,570,0,20160404214111
L,1067,10,0,20160404214121
R,687,572,0,20160404214122
L,747,623,0,20160404214128
L,536,148,0,20160404214130
R,1627,1055,1,20160404214351
L,866,730,0,20160404214355
L,866,730,0,20160404214355
L,1501,5,1,20160404214400
L,-912,4,0,20160404214403
L,-746,13,0,20160404214412
M,-1251,559,0,20160404214416
M,-1436,577,0,20160404214417
L,1010,745,0,20160404214459
L,667,110,0,20160404214513
L,717,159,0,20160404214810
L,1424,24,0,20160404214827
L,1033,750,0,20160404214829
R,1630,1064,1,20160404214831
L,1046,782,0,20160404214833
R,853,732,0,20160404214835
L,920,563,0,20160404214837
L,799,244,0,20160404214847
L,1255,283,1,20160404214849
R,-1070,177,1,20160404214851
L,-597,10,0,20160404214905
L,-577,7,1,20160404214910
M,359,620,0,20160404214912
L,413,644,0,20160404214924
1,1384,404,0,20160404214929
L,1240,223,0,20160404214931
L,1240,223,0,20160404214931
R,1247,467,0,20160404214932
L,1539,586,0,20160404214935
L,1395,456,0,20160404214936
R,1395,456,0,20160404214936
R,1400,444,0,20160404214937
L,1445,503,0,20160404214938
L,894,27,1,20160404214940
L,639,432,0,20160404215016
L,998,410,1,20160404215018
L,767,585,0,20160404215019
L,871,605,0,20160404215021
L,968,493,1,20160404215048
L,906,489,1,20160404215050
L,860,565,0,20160404215053
L,771,542,0,20160404215058
L,1248,451,0,20160404215104
L,1248,451,0,20160404215104
L,1082,619,0,20160404215105
L,994,584,1,20160404215112
L,698,402,0,20160404215115
L,881,608,1,20160404215120
L,329,697,1,20160404215121
L,44,631,0,20160404215123
L,67,628,1,20160404215125
L,73,627,1,20160404215127
L,46,653,0,20160404215129
L,53,692,0,20160404215130
L,42,728,0,20160404215131
L,89,749,1,20160404215132
L,50,751,0,20160404215135
L,179,751,0,20160404215209
L,84,797,0,20160404215219
L,1848,448,0,20160404215222
L,872,243,0,20160404215225
1,923,262,0,20160404215226
M,326,422,0,20160404215229
M,316,518,0,20160404215230
L,442,622,0,20160404215315
R,1303,490,0,20160404215322
L,1607,628,0,20160404215325
L,1379,449,0,20160404215326
R,1379,449,0,20160404215326
L,1411,504,0,20160404215327
R,1335,464,0,20160404215328
L,1365,526,0,20160404215329
R,1316,456,0,20160404215330
L,1345,513,0,20160404215331
L,1318,406,0,20160404215401
L,1278,455,0,20160404215401
L,1278,455,0,20160404215401
L,1047,601,0,20160404215402
L,864,512,1,20160404215407
L,1279,384,0,20160404215409
L,1254,452,0,20160404215410
L,1254,452,0,20160404215410
L,1074,596,0,20160404215411
L,904,645,1,20160404215415
L,354,655,0,20160404215417
L,44,428,0,20160404215421
L,68,423,1,20160404215424
L,92,451,1,20160404215425
L,90,482,1,20160404215427
L,91,484,0,20160404215429
L,92,483,1,20160404215430
L,141,517,1,20160404215432
L,92,546,1,20160404215434
L,93,459,1,20160404215436
L,142,493,1,20160404215438
L,137,476,1,20160404215439
L,90,503,0,20160404215441
L,89,506,1,20160404215442
L,47,534,0,20160404215445
L,154,553,1,20160404215447
L,81,593,0,20160404215448
L,852,0,0,20160404215512
L,1562,0,0,20160404215521
L,479,279,0,20160404215526
L,899,426,0,20160404215530
L,1172,506,0,20160404215532
L,1174,581,0,20160404215533
L,912,591,0,20160404215534
L,1457,591,0,20160404215535
L,899,590,0,20160404215536
L,1167,581,0,20160404215536
L,1488,584,0,20160404215537
L,1487,684,0,20160404215538
L,880,681,1,20160404215538
L,1176,475,0,20160404215540
L,1168,751,0,20160404215540
L,1173,760,1,20160404215541
L,1473,757,0,20160404215541
L,1499,560,1,20160404215543
L,1196,569,0,20160404215543
L,897,842,0,20160404215544
L,1499,843,0,20160404215545
L,910,735,0,20160404215547
L,1482,726,0,20160404215547
L,1209,823,0,20160404215549
L,897,634,0,20160404215550
L,1477,708,0,20160404215551
L,1184,706,0,20160404215552
L,880,612,0,20160404215553
L,887,603,0,20160404215554
L,889,881,0,20160404215554
L,1475,889,1,20160404215555
L,1503,472,0,20160404215557
L,1485,776,0,20160404215557
L,883,770,0,20160404215558
L,920,655,0,20160404215559
L,1523,656,0,20160404215600
L,1478,545,0,20160404215602
L,1459,830,1,20160404215603
L,1184,823,0,20160404215603
L,878,414,0,20160404215604
L,1454,720,0,20160404215605
L,1203,707,0,20160404215606
L,1203,707,0,20160404215607
